# Normalized standard V passband
# from Bessell, PASP, 102, 1181 (1990), Table 2
#
# lambda (nm)      V
# ---------------------------
  470		  0.000
  480		  0.030
  490		  0.163
  500		  0.458
  510		  0.780
  520		  0.967
  530		  1.000
  540		  0.973
  550		  0.898
  560		  0.792
  570		  0.684
  580		  0.574
  590		  0.461
  600		  0.359
  610		  0.270
  620		  0.197
  630		  0.135
  640		  0.081
  650		  0.045
  660		  0.025
  670		  0.017
  680		  0.013
  690		  0.009
  700		  0.000
  
