# Normalized standard R passband
# from Bessell, PASP, 102, 1181 (1990), Table 2
#
# lambda (nm)      R
# ---------------------------
  550             0.00
  560		  0.23
  570		  0.74
  580		  0.91
  590		  0.98
  600		  1.00
  610		  0.98
  620		  0.96
  630		  0.93
  640		  0.90
  650		  0.86
  660		  0.81
  670		  0.78
  680		  0.72
  690		  0.67
  700		  0.61
  710		  0.56
  720		  0.51
  730		  0.46
  740		  0.40
  750		  0.35
  800		  0.14
  850		  0.03
  900		  0.00
  
